COSMIC_ID,CELL_LINE_NAME,TCGA_DESC,DRUG_ID,LN_IC50,Z_SCORE
907790,LoVo,COREAD,1084,-4.100528,-1.327944
909746,SW1116,COREAD,1084,-0.274333,1.158501
1240124,CL-40,COREAD,1084,-0.489766,1.018502
907795,LS-513,COREAD,1084,-1.348233,0.460629
908457,NCI-H747,COREAD,1084,-0.234063,1.18467
909698,RKO,COREAD,1084,-2.465871,-0.265666
908458,NCI-H716,COREAD,1084,-0.23677,1.182911
907794,LS-411N,COREAD,1084,-3.800945,-1.133261
907291,GP5d,COREAD,1084,-1.62707,0.279428
1240173,MDST8,COREAD,1084,-5.52091,-2.250976
909747,SW1417,COREAD,1084,-2.502407,-0.289408
909761,T84,COREAD,1084,-0.550855,0.978804
910905,SNU-C1,COREAD,1084,-0.760585,0.842511
909755,SW837,COREAD,1084,-0.065292,1.294346
1290769,CL-11,COREAD,1084,-2.477813,-0.273426
905939,HT-29,COREAD,1084,-1.289972,0.49849
909263,RCM-1,COREAD,1084,-0.853347,0.78223
905937,HCT-15,COREAD,1084,-3.932269,-1.218601
924108,CaR-1,COREAD,1084,-1.747852,0.200938
1789883,DiFi,COREAD,1084,-1.928913,0.083276
905961,COLO-205,COREAD,1084,-1.418858,0.414734
907287,HT55,COREAD,1084,-2.588151,-0.345129
909757,SW948,COREAD,1084,-1.844496,0.138134
917486,LS-1034,COREAD,1084,-2.266745,-0.136264
910554,CW-2,COREAD,1084,-1.287533,0.500075
1660034,SNU-407,COREAD,1084,-2.665892,-0.395649
1240123,CCK-81,COREAD,1084,-0.94223,0.72447
905936,HCT-116,COREAD,1084,-2.339152,-0.183317
905989,KM12,COREAD,1084,-3.335507,-0.830797
998189,LS-180,COREAD,1084,-2.626719,-0.370192
910700,C2BBe1,COREAD,1084,-1.370586,0.446103
910569,COLO-320-HSR,COREAD,1084,-1.433511,0.405211
910689,COLO-678,COREAD,1084,1.662262,2.416994
907792,LS-123,COREAD,1084,-1.842664,0.139325
909751,SW48,COREAD,1085,4.116346,1.239391
905962,SW620,COREAD,1085,2.777039,0.110014
909740,SNU-C2B,COREAD,1085,4.03118,1.167575
909718,SK-CO-1,COREAD,1085,2.143696,-0.424055
905971,HCC2998,COREAD,1085,2.015569,-0.532099
1660035,SNU-61,COREAD,1085,4.225636,1.33155
1674021,SNU-C5,COREAD,1085,2.45667,-0.160138
1659928,SNU-175,COREAD,1085,2.04493,-0.50734
909748,SW1463,COREAD,1085,2.377898,-0.226564
907790,LoVo,COREAD,1085,2.761917,0.097262
909746,SW1116,COREAD,1085,4.068477,1.199026
1240124,CL-40,COREAD,1085,2.635373,-0.009446
908457,NCI-H747,COREAD,1085,3.129792,0.407475
909698,RKO,COREAD,1085,2.071821,-0.484664
908458,NCI-H716,COREAD,1085,0.713849,-1.629781
907794,LS-411N,COREAD,1085,1.221562,-1.201649
907291,GP5d,COREAD,1085,1.841843,-0.678594
1240173,MDST8,COREAD,1085,2.118397,-0.445389
909747,SW1417,COREAD,1085,5.051123,2.027647
909761,T84,COREAD,1085,2.418751,-0.192114
910905,SNU-C1,COREAD,1085,3.933793,1.085452
909755,SW837,COREAD,1085,3.940651,1.091235
1290769,CL-11,COREAD,1085,2.932741,0.24131
905939,HT-29,COREAD,1085,2.80889,0.136873
909263,RCM-1,COREAD,1085,4.56387,1.616768
905937,HCT-15,COREAD,1085,2.348452,-0.251394
924108,CaR-1,COREAD,1085,3.07342,0.359939
1789883,DiFi,COREAD,1085,2.770522,0.104518
905961,COLO-205,COREAD,1085,1.64536,-0.844279
907287,HT55,COREAD,1085,2.56031,-0.072744
909757,SW948,COREAD,1085,3.59077,0.796196
917486,LS-1034,COREAD,1085,3.499718,0.719416
910554,CW-2,COREAD,1085,2.079229,-0.478417
1660034,SNU-407,COREAD,1085,2.046899,-0.50568
1240123,CCK-81,COREAD,1085,2.0406,-0.510991
905936,HCT-116,COREAD,1085,2.087598,-0.47136
905989,KM12,COREAD,1085,1.835879,-0.683623
998189,LS-180,COREAD,1085,3.388402,0.625549
910700,C2BBe1,COREAD,1085,2.924955,0.234745
910569,COLO-320-HSR,COREAD,1085,-0.145012,-2.354019
910689,COLO-678,COREAD,1085,5.425428,2.343281
907792,LS-123,COREAD,1085,4.696719,1.728793
909751,SW48,COREAD,1088,1.049314,-0.829217
905962,SW620,COREAD,1088,2.009593,-0.346566
909740,SNU-C2B,COREAD,1088,5.007365,1.160158
909718,SK-CO-1,COREAD,1088,0.117093,-1.297764
905971,HCC2998,COREAD,1088,3.4627,0.383786
1660035,SNU-61,COREAD,1088,6.423659,1.872008
1674021,SNU-C5,COREAD,1088,2.499117,-0.100524
1659928,SNU-175,COREAD,1088,2.091942,-0.305177
909748,SW1463,COREAD,1088,3.099523,0.201248
907790,LoVo,COREAD,1088,3.521766,0.413474
909746,SW1116,COREAD,1088,5.921203,1.619466
1240124,CL-40,COREAD,1088,1.550087,-0.577521
907795,LS-513,COREAD,1088,1.746199,-0.478952
908457,NCI-H747,COREAD,1088,5.352891,1.333825
909698,RKO,COREAD,1088,2.095768,-0.303254
908458,NCI-H716,COREAD,1088,3.089539,0.19623
1660036,SNU-81,COREAD,1088,4.292114,0.800662
907794,LS-411N,COREAD,1088,3.769711,0.538095
907291,GP5d,COREAD,1088,2.164901,-0.268506
1240173,MDST8,COREAD,1088,1.804164,-0.449818
909747,SW1417,COREAD,1088,5.318514,1.316546
909761,T84,COREAD,1088,3.293682,0.298836
1290771,CL-34,COREAD,1088,2.510751,-0.094677
910905,SNU-C1,COREAD,1088,6.11233,1.71553
909755,SW837,COREAD,1088,3.941765,0.624572
1290769,CL-11,COREAD,1088,5.11822,1.215875
905939,HT-29,COREAD,1088,3.811331,0.559014
909263,RCM-1,COREAD,1088,3.747839,0.527102
905937,HCT-15,COREAD,1088,2.607355,-0.046122
924108,CaR-1,COREAD,1088,2.644283,-0.027562
1789883,DiFi,COREAD,1088,2.749027,0.025084
905961,COLO-205,COREAD,1088,3.052141,0.177434
907287,HT55,COREAD,1088,4.359945,0.834755
909757,SW948,COREAD,1088,1.382478,-0.661763
917486,LS-1034,COREAD,1088,5.268385,1.291351
910554,CW-2,COREAD,1088,2.715019,0.007991
1660034,SNU-407,COREAD,1088,3.247676,0.275712
1240123,CCK-81,COREAD,1088,2.743595,0.022354
905936,HCT-116,COREAD,1088,2.169167,-0.266362
905989,KM12,COREAD,1088,3.385565,0.345018
998189,LS-180,COREAD,1088,2.167523,-0.267188
907289,HT-115,COREAD,1088,4.617364,0.964138
910700,C2BBe1,COREAD,1088,5.842383,1.579851
910569,COLO-320-HSR,COREAD,1088,3.189545,0.246495
910689,COLO-678,COREAD,1088,8.214983,2.772354
1659823,SNU-1040,COREAD,1088,5.207791,1.260895
907792,LS-123,COREAD,1088,5.204599,1.259291
909751,SW48,COREAD,1089,1.668271,-1.181609
905962,SW620,COREAD,1089,2.101779,-0.924471
908442,NCI-H508,COREAD,1089,1.433136,-1.321081
909740,SNU-C2B,COREAD,1089,5.574586,1.135455
909718,SK-CO-1,COREAD,1089,1.330808,-1.381778
905971,HCC2998,COREAD,1089,2.65944,-0.593689
1674021,SNU-C5,COREAD,1089,3.104184,-0.329885
1659928,SNU-175,COREAD,1089,1.874979,-1.058999
909748,SW1463,COREAD,1089,2.402013,-0.746384
907790,LoVo,COREAD,1089,1.889973,-1.050105
909746,SW1116,COREAD,1089,3.73624,0.045024
1240124,CL-40,COREAD,1089,2.457183,-0.71366
907795,LS-513,COREAD,1089,0.934835,-1.616653
908457,NCI-H747,COREAD,1089,4.65107,0.587663
909698,RKO,COREAD,1089,2.571635,-0.645771
908458,NCI-H716,COREAD,1089,3.487453,-0.102546
1660036,SNU-81,COREAD,1089,4.161999,0.297567
907794,LS-411N,COREAD,1089,2.410525,-0.741335
907291,GP5d,COREAD,1089,2.174629,-0.881259
1240173,MDST8,COREAD,1089,2.307806,-0.802264
909747,SW1417,COREAD,1089,6.52631,1.699977
909761,T84,COREAD,1089,4.262407,0.357125
1290771,CL-34,COREAD,1089,3.859551,0.118167
910905,SNU-C1,COREAD,1089,3.724243,0.037908
909755,SW837,COREAD,1089,2.597503,-0.630428
1290769,CL-11,COREAD,1089,5.505091,1.094233
905939,HT-29,COREAD,1089,2.446761,-0.719842
909263,RCM-1,COREAD,1089,4.223276,0.333914
905937,HCT-15,COREAD,1089,2.161643,-0.888961
924108,CaR-1,COREAD,1089,6.216677,1.516316
1789883,DiFi,COREAD,1089,3.353673,-0.181899
905961,COLO-205,COREAD,1089,2.625927,-0.613567
907287,HT55,COREAD,1089,1.571947,-1.238745
909757,SW948,COREAD,1089,2.90633,-0.447244
917486,LS-1034,COREAD,1089,2.859539,-0.474999
910554,CW-2,COREAD,1089,2.210095,-0.860222
1660034,SNU-407,COREAD,1089,3.032577,-0.37236
1240123,CCK-81,COREAD,1089,1.042177,-1.552982
905936,HCT-116,COREAD,1089,1.051629,-1.547376
905989,KM12,COREAD,1089,3.164608,-0.294044
998189,LS-180,COREAD,1089,1.537783,-1.259009
907289,HT-115,COREAD,1089,3.788933,0.076279
910700,C2BBe1,COREAD,1089,2.612402,-0.62159
910569,COLO-320-HSR,COREAD,1089,2.745006,-0.542935
910689,COLO-678,COREAD,1089,7.732721,2.41557
1659823,SNU-1040,COREAD,1089,5.24059,0.937342
907792,LS-123,COREAD,1089,5.079674,0.841893
1660035,SNU-61,COREAD,1089,5.007304,0.798966
909751,SW48,COREAD,1091,-0.562783,-1.988628
905962,SW620,COREAD,1091,2.350939,0.247274
909740,SNU-C2B,COREAD,1091,3.777153,1.341709
909718,SK-CO-1,COREAD,1091,-0.5569,-1.984113
905971,HCC2998,COREAD,1091,1.000296,-0.789168
1660035,SNU-61,COREAD,1091,4.393553,1.814715
1674021,SNU-C5,COREAD,1091,2.233476,0.157137
1659928,SNU-175,COREAD,1091,1.479275,-0.421614
909748,SW1463,COREAD,1091,2.63109,0.462254
907790,LoVo,COREAD,1091,3.032467,0.770259
909746,SW1116,COREAD,1091,2.68797,0.505902
1240124,CL-40,COREAD,1091,2.260637,0.177979
908457,NCI-H747,COREAD,1091,1.001145,-0.788516
909698,RKO,COREAD,1091,2.709165,0.522166
908458,NCI-H716,COREAD,1091,-1.01341,-2.334426
907794,LS-411N,COREAD,1091,0.485453,-1.184243
907291,GP5d,COREAD,1091,1.760949,-0.205466
1240173,MDST8,COREAD,1091,2.319927,0.223477
909747,SW1417,COREAD,1091,2.903796,0.67152
909761,T84,COREAD,1091,2.154148,0.096263
910905,SNU-C1,COREAD,1091,1.401045,-0.481646
909755,SW837,COREAD,1091,3.398406,1.05107
1290769,CL-11,COREAD,1091,2.292238,0.202229
905939,HT-29,COREAD,1091,0.307306,-1.320948
909263,RCM-1,COREAD,1091,3.104302,0.825383
905937,HCT-15,COREAD,1091,1.851481,-0.135994
924108,CaR-1,COREAD,1091,0.533814,-1.147132
1789883,DiFi,COREAD,1091,2.78381,0.579447
905961,COLO-205,COREAD,1091,-0.565792,-1.990937
907287,HT55,COREAD,1091,0.375521,-1.268602
909757,SW948,COREAD,1091,3.249626,0.9369
917486,LS-1034,COREAD,1091,2.027461,-0.000953
910554,CW-2,COREAD,1091,2.420229,0.300446
1660034,SNU-407,COREAD,1091,1.209276,-0.628804
1240123,CCK-81,COREAD,1091,1.170458,-0.658591
905936,HCT-116,COREAD,1091,1.551593,-0.36612
905989,KM12,COREAD,1091,-2.798178,-3.704003
998189,LS-180,COREAD,1091,3.501145,1.129908
910700,C2BBe1,COREAD,1091,5.082298,2.343237
910569,COLO-320-HSR,COREAD,1091,-1.496209,-2.704911
910689,COLO-678,COREAD,1091,3.323027,0.993226
907792,LS-123,COREAD,1091,3.754882,1.324618
909751,SW48,COREAD,1093,5.837213,1.3612
905962,SW620,COREAD,1093,5.031496,0.606208
909740,SNU-C2B,COREAD,1093,5.631454,1.168395
909718,SK-CO-1,COREAD,1093,4.676478,0.273541
905971,HCC2998,COREAD,1093,4.672569,0.269879
1660035,SNU-61,COREAD,1093,4.598925,0.200871
1674021,SNU-C5,COREAD,1093,4.962632,0.54168
1659928,SNU-175,COREAD,1093,2.638506,-1.636127
909748,SW1463,COREAD,1093,5.635041,1.171757
907790,LoVo,COREAD,1093,4.442288,0.054095
909746,SW1116,COREAD,1093,4.543578,0.149008
1240124,CL-40,COREAD,1093,4.958648,0.537946
907795,LS-513,COREAD,1093,4.283026,-0.095141
908457,NCI-H747,COREAD,1093,5.012892,0.588776
909698,RKO,COREAD,1093,3.252329,-1.060948
908458,NCI-H716,COREAD,1093,4.857128,0.442818
1660036,SNU-81,COREAD,1093,4.791093,0.38094
907794,LS-411N,COREAD,1093,4.163814,-0.206847
907291,GP5d,COREAD,1093,3.085752,-1.217038
1240173,MDST8,COREAD,1093,4.40562,0.019736
909747,SW1417,COREAD,1093,5.793191,1.319949
909761,T84,COREAD,1093,4.84602,0.43241
1290771,CL-34,COREAD,1093,5.350187,0.904836
910905,SNU-C1,COREAD,1093,4.867045,0.452111
909755,SW837,COREAD,1093,4.906227,0.488826
1290769,CL-11,COREAD,1093,5.900505,1.420508
905939,HT-29,COREAD,1093,5.084165,0.655561
909263,RCM-1,COREAD,1093,4.734166,0.327597
905937,HCT-15,COREAD,1093,3.672296,-0.667421
924108,CaR-1,COREAD,1093,3.863202,-0.488534
1789883,DiFi,COREAD,1093,3.665864,-0.673448
905961,COLO-205,COREAD,1093,4.60774,0.209131
907287,HT55,COREAD,1093,4.684601,0.281153
909757,SW948,COREAD,1093,5.516972,1.06112
917486,LS-1034,COREAD,1093,4.619308,0.21997
910554,CW-2,COREAD,1093,4.634655,0.234351
1660034,SNU-407,COREAD,1093,3.609456,-0.726305
1240123,CCK-81,COREAD,1093,3.153684,-1.153383
905936,HCT-116,COREAD,1093,3.41244,-0.910917
905989,KM12,COREAD,1093,5.118755,0.687974
998189,LS-180,COREAD,1093,4.733149,0.326645
907289,HT-115,COREAD,1093,4.2075,-0.165912
910700,C2BBe1,COREAD,1093,4.501002,0.109113
910569,COLO-320-HSR,COREAD,1093,4.20208,-0.17099
910689,COLO-678,COREAD,1093,8.467772,3.826149
1659823,SNU-1040,COREAD,1093,5.154678,0.721635
907792,LS-123,COREAD,1093,6.285072,1.780864
909751,SW48,COREAD,1131,2.979819,-0.93353
905962,SW620,COREAD,1131,3.4505,-0.672751
909740,SNU-C2B,COREAD,1131,4.654105,-0.005899
909718,SK-CO-1,COREAD,1131,6.400055,0.961436
905971,HCC2998,COREAD,1131,5.08019,0.230171
1660035,SNU-61,COREAD,1131,6.656448,1.10349
1674021,SNU-C5,COREAD,1131,3.417606,-0.690976
1659928,SNU-175,COREAD,1131,3.812706,-0.472073
909748,SW1463,COREAD,1131,3.980655,-0.379021
907790,LoVo,COREAD,1131,6.888863,1.232258
909746,SW1116,COREAD,1131,6.968889,1.276596
1240124,CL-40,COREAD,1131,4.122216,-0.30059
907795,LS-513,COREAD,1131,3.326299,-0.741564
908457,NCI-H747,COREAD,1131,5.39427,0.404186
909698,RKO,COREAD,1131,2.964291,-0.942133
908458,NCI-H716,COREAD,1131,7.007352,1.297907
1660036,SNU-81,COREAD,1131,5.90941,0.689597
907794,LS-411N,COREAD,1131,4.465817,-0.110219
907291,GP5d,COREAD,1131,2.994354,-0.925477
1240173,MDST8,COREAD,1131,4.716206,0.028507
909747,SW1417,COREAD,1131,7.686227,1.674034
909761,T84,COREAD,1131,6.174175,0.836289
1290771,CL-34,COREAD,1131,7.074463,1.335089
910905,SNU-C1,COREAD,1131,7.14746,1.375533
909755,SW837,COREAD,1131,7.177546,1.392202
1290769,CL-11,COREAD,1131,3.57594,-0.603252
905939,HT-29,COREAD,1131,6.362954,0.940881
909263,RCM-1,COREAD,1131,5.62512,0.532087
905937,HCT-15,COREAD,1131,2.548699,-1.17239
924108,CaR-1,COREAD,1131,6.367549,0.943427
1789883,DiFi,COREAD,1131,5.280929,0.34139
905961,COLO-205,COREAD,1131,3.393358,-0.70441
907287,HT55,COREAD,1131,5.476213,0.449586
909757,SW948,COREAD,1131,6.839066,1.204668
917486,LS-1034,COREAD,1131,6.20113,0.851223
910554,CW-2,COREAD,1131,4.8614,0.108952
1660034,SNU-407,COREAD,1131,5.171184,0.280586
1240123,CCK-81,COREAD,1131,5.189486,0.290726
905936,HCT-116,COREAD,1131,3.005123,-0.91951
905989,KM12,COREAD,1131,6.386424,0.953884
998189,LS-180,COREAD,1131,4.950425,0.158275
907289,HT-115,COREAD,1131,6.088228,0.78867
910700,C2BBe1,COREAD,1131,4.123239,-0.300023
910569,COLO-320-HSR,COREAD,1131,5.45877,0.439922
910689,COLO-678,COREAD,1131,8.822012,2.303311
1659823,SNU-1040,COREAD,1131,5.928502,0.700175
907792,LS-123,COREAD,1131,3.764692,-0.498674
909751,SW48,COREAD,1168,-0.00673,-1.800315
905962,SW620,COREAD,1168,5.192439,1.821343
909740,SNU-C2B,COREAD,1168,3.679569,0.767502
909718,SK-CO-1,COREAD,1168,2.08721,-0.34171
905971,HCC2998,COREAD,1168,2.958361,0.26512
1660035,SNU-61,COREAD,1168,2.304598,-0.19028
1674021,SNU-C5,COREAD,1168,2.144495,-0.301806
1659928,SNU-175,COREAD,1168,0.668268,-1.330122
909748,SW1463,COREAD,1168,1.935363,-0.447484
907790,LoVo,COREAD,1168,0.847206,-1.205477
909746,SW1116,COREAD,1168,1.940708,-0.443761
1240124,CL-40,COREAD,1168,3.733237,0.804886
908457,NCI-H747,COREAD,1168,0.918448,-1.155851
909698,RKO,COREAD,1168,3.577672,0.696522
908458,NCI-H716,COREAD,1168,2.266128,-0.217078
907794,LS-411N,COREAD,1168,4.072107,1.040937
907291,GP5d,COREAD,1168,2.305015,-0.18999
1240173,MDST8,COREAD,1168,2.560554,-0.011986
909747,SW1417,COREAD,1168,5.204704,1.829887
909761,T84,COREAD,1168,2.707853,0.09062
910905,SNU-C1,COREAD,1168,3.491524,0.636513
909755,SW837,COREAD,1168,3.275313,0.485904
1290769,CL-11,COREAD,1168,5.385099,1.955547
905939,HT-29,COREAD,1168,4.171451,1.110139
909263,RCM-1,COREAD,1168,2.77596,0.138063
905937,HCT-15,COREAD,1168,2.059401,-0.361081
924108,CaR-1,COREAD,1168,2.053871,-0.364933
1789883,DiFi,COREAD,1168,-1.313755,-2.710767
905961,COLO-205,COREAD,1168,3.615895,0.723147
907287,HT55,COREAD,1168,1.498664,-0.751681
909757,SW948,COREAD,1168,4.442806,1.299161
917486,LS-1034,COREAD,1168,2.883763,0.213156
910554,CW-2,COREAD,1168,1.721461,-0.596484
1660034,SNU-407,COREAD,1168,2.007847,-0.396993
1240123,CCK-81,COREAD,1168,-0.622977,-2.229582
905936,HCT-116,COREAD,1168,3.155103,0.402167
905989,KM12,COREAD,1168,2.171695,-0.282859
998189,LS-180,COREAD,1168,2.286147,-0.203133
910700,C2BBe1,COREAD,1168,3.031785,0.316266
910569,COLO-320-HSR,COREAD,1168,3.023478,0.310479
910689,COLO-678,COREAD,1168,3.055624,0.332872
907792,LS-123,COREAD,1168,4.023261,1.006913
909751,SW48,COREAD,1177,3.27239,-0.598577
905962,SW620,COREAD,1177,3.722103,-0.304061
909740,SNU-C2B,COREAD,1177,5.34193,0.756763
909718,SK-CO-1,COREAD,1177,3.371266,-0.533823
905971,HCC2998,COREAD,1177,3.879767,-0.200806
1660035,SNU-61,COREAD,1177,5.495533,0.857357
1674021,SNU-C5,COREAD,1177,4.505298,0.208853
1659928,SNU-175,COREAD,1177,3.723261,-0.303302
909748,SW1463,COREAD,1177,5.468088,0.839384
907790,LoVo,COREAD,1177,4.65072,0.30409
909746,SW1116,COREAD,1177,5.694046,0.987363
1240124,CL-40,COREAD,1177,4.11997,-0.043498
907795,LS-513,COREAD,1177,3.654445,-0.348369
908457,NCI-H747,COREAD,1177,4.354131,0.109854
909698,RKO,COREAD,1177,3.650235,-0.351126
908458,NCI-H716,COREAD,1177,5.470487,0.840954
1660036,SNU-81,COREAD,1177,4.779908,0.388695
907794,LS-411N,COREAD,1177,4.687815,0.328383
907291,GP5d,COREAD,1177,4.105735,-0.05282
1240173,MDST8,COREAD,1177,4.625615,0.287649
909747,SW1417,COREAD,1177,7.248113,2.00512
909761,T84,COREAD,1177,5.638636,0.951075
1290771,CL-34,COREAD,1177,5.201999,0.665122
910905,SNU-C1,COREAD,1177,5.731018,1.011576
909755,SW837,COREAD,1177,5.931458,1.142844
1290769,CL-11,COREAD,1177,4.849829,0.434486
905939,HT-29,COREAD,1177,6.232021,1.339682
909263,RCM-1,COREAD,1177,5.732686,1.012668
905937,HCT-15,COREAD,1177,3.101258,-0.710651
924108,CaR-1,COREAD,1177,5.536625,0.884268
1789883,DiFi,COREAD,1177,5.347916,0.760683
905961,COLO-205,COREAD,1177,5.035081,0.555808
907287,HT55,COREAD,1177,5.605965,0.929679
909757,SW948,COREAD,1177,4.905563,0.470987
917486,LS-1034,COREAD,1177,5.465607,0.837758
910554,CW-2,COREAD,1177,3.884935,-0.197422
1660034,SNU-407,COREAD,1177,3.926524,-0.170185
1240123,CCK-81,COREAD,1177,5.22698,0.681482
905936,HCT-116,COREAD,1177,3.243329,-0.617609
905989,KM12,COREAD,1177,5.225666,0.680621
998189,LS-180,COREAD,1177,3.834756,-0.230284
907289,HT-115,COREAD,1177,5.295496,0.726353
910700,C2BBe1,COREAD,1177,6.204635,1.321747
910569,COLO-320-HSR,COREAD,1177,5.077977,0.5839
910689,COLO-678,COREAD,1177,8.009362,2.503661
1659823,SNU-1040,COREAD,1177,5.699862,0.991172
907792,LS-123,COREAD,1177,6.294128,1.380356
909751,SW48,COREAD,1179,0.182965,-0.426978
905962,SW620,COREAD,1179,0.581835,-0.125919
908442,NCI-H508,COREAD,1179,0.241646,-0.382687
909740,SNU-C2B,COREAD,1179,0.541017,-0.156728
909718,SK-CO-1,COREAD,1179,-0.357003,-0.834535
905971,HCC2998,COREAD,1179,-0.214966,-0.727329
1674021,SNU-C5,COREAD,1179,-0.733867,-1.118984
1659928,SNU-175,COREAD,1179,-0.446352,-0.901974
909748,SW1463,COREAD,1179,0.713241,-0.026737
907790,LoVo,COREAD,1179,-0.802253,-1.170601
909746,SW1116,COREAD,1179,1.981347,0.930405
1240124,CL-40,COREAD,1179,0.40859,-0.256681
907795,LS-513,COREAD,1179,-0.784077,-1.156882
908457,NCI-H747,COREAD,1179,0.835266,0.065365
909698,RKO,COREAD,1179,-0.244584,-0.749684
908458,NCI-H716,COREAD,1179,0.181241,-0.428279
1660036,SNU-81,COREAD,1179,1.219437,0.35533
907794,LS-411N,COREAD,1179,-0.494978,-0.938676
907291,GP5d,COREAD,1179,-0.337227,-0.819609
1240173,MDST8,COREAD,1179,0.706668,-0.031698
909747,SW1417,COREAD,1179,1.36822,0.467628
909761,T84,COREAD,1179,-0.269498,-0.768488
1290771,CL-34,COREAD,1179,0.511179,-0.179249
910905,SNU-C1,COREAD,1179,1.297186,0.414014
909755,SW837,COREAD,1179,0.111537,-0.48089
1290769,CL-11,COREAD,1179,0.851191,0.077385
905939,HT-29,COREAD,1179,-0.98871,-1.311335
909263,RCM-1,COREAD,1179,1.347782,0.452202
905937,HCT-15,COREAD,1179,-0.25529,-0.757765
924108,CaR-1,COREAD,1179,1.566531,0.61731
1789883,DiFi,COREAD,1179,0.422838,-0.245927
905961,COLO-205,COREAD,1179,0.324971,-0.319795
907287,HT55,COREAD,1179,0.073554,-0.509559
909757,SW948,COREAD,1179,-0.216121,-0.7282
917486,LS-1034,COREAD,1179,0.609491,-0.105045
910554,CW-2,COREAD,1179,0.838161,0.067551
1660034,SNU-407,COREAD,1179,0.359436,-0.293781
1240123,CCK-81,COREAD,1179,-0.899602,-1.244078
905936,HCT-116,COREAD,1179,0.739528,-0.006896
905989,KM12,COREAD,1179,-0.884255,-1.232495
998189,LS-180,COREAD,1179,0.699618,-0.037019
907289,HT-115,COREAD,1179,0.537863,-0.159108
910700,C2BBe1,COREAD,1179,1.773449,0.773487
910569,COLO-320-HSR,COREAD,1179,-1.110601,-1.403336
910689,COLO-678,COREAD,1179,3.866712,2.35344
1659823,SNU-1040,COREAD,1179,0.030014,-0.542423
907792,LS-123,COREAD,1179,0.739244,-0.00711
1660035,SNU-61,COREAD,1179,1.845477,0.827852
909751,SW48,COREAD,1180,-2.021029,0.425572
905962,SW620,COREAD,1180,-3.508171,-0.623395
909740,SNU-C2B,COREAD,1180,-2.547994,0.053874
909718,SK-CO-1,COREAD,1180,1.89618,3.188608
905971,HCC2998,COREAD,1180,-3.655746,-0.727488
1660035,SNU-61,COREAD,1180,-0.651026,1.391915
1674021,SNU-C5,COREAD,1180,-2.889917,-0.187305
1659928,SNU-175,COREAD,1180,-3.905949,-0.903971
909748,SW1463,COREAD,1180,-2.360602,0.186052
907790,LoVo,COREAD,1180,-2.221572,0.284118
909746,SW1116,COREAD,1180,0.137124,1.947843
1240124,CL-40,COREAD,1180,-3.479281,-0.603018
907795,LS-513,COREAD,1180,-2.929153,-0.21498
908457,NCI-H747,COREAD,1180,-1.511721,0.784817
909698,RKO,COREAD,1180,-3.674725,-0.740876
908458,NCI-H716,COREAD,1180,-2.050559,0.404744
1660036,SNU-81,COREAD,1180,-1.712975,0.642861
907794,LS-411N,COREAD,1180,-3.324251,-0.493666
907291,GP5d,COREAD,1180,-3.818113,-0.842015
1240173,MDST8,COREAD,1180,-2.944399,-0.225734
909747,SW1417,COREAD,1180,1.507779,2.914646
909761,T84,COREAD,1180,-2.178847,0.314254
1290771,CL-34,COREAD,1180,-1.120329,1.060888
910905,SNU-C1,COREAD,1180,-2.818547,-0.136964
909755,SW837,COREAD,1180,-0.576407,1.444549
1290769,CL-11,COREAD,1180,-0.104801,1.777199
905939,HT-29,COREAD,1180,-3.335624,-0.501688
909263,RCM-1,COREAD,1180,-1.718411,0.639027
905937,HCT-15,COREAD,1180,-3.347684,-0.510195
924108,CaR-1,COREAD,1180,-1.456562,0.823724
1789883,DiFi,COREAD,1180,-3.869091,-0.877973
905961,COLO-205,COREAD,1180,-2.758872,-0.094871
907287,HT55,COREAD,1180,-3.663037,-0.732631
909757,SW948,COREAD,1180,-0.7004,1.357089
917486,LS-1034,COREAD,1180,-0.706685,1.352656
910554,CW-2,COREAD,1180,-2.195324,0.302632
1660034,SNU-407,COREAD,1180,-2.143287,0.339337
1240123,CCK-81,COREAD,1180,-3.545964,-0.650053
905936,HCT-116,COREAD,1180,-3.273958,-0.458191
905989,KM12,COREAD,1180,-3.651637,-0.72459
998189,LS-180,COREAD,1180,-2.188004,0.307796
907289,HT-115,COREAD,1180,-1.757389,0.611533
910700,C2BBe1,COREAD,1180,-2.003836,0.4377
910569,COLO-320-HSR,COREAD,1180,-3.341037,-0.505506
910689,COLO-678,COREAD,1180,0.425547,2.151285
1659823,SNU-1040,COREAD,1180,-2.938097,-0.221289
907792,LS-123,COREAD,1180,0.460518,2.175952
909751,SW48,COREAD,1190,2.804319,0.921144
905962,SW620,COREAD,1190,-1.229408,-0.307787
909740,SNU-C2B,COREAD,1190,-0.035324,0.056007
909718,SK-CO-1,COREAD,1190,-2.165391,-0.592948
905971,HCC2998,COREAD,1190,-2.373184,-0.656255
1660035,SNU-61,COREAD,1190,4.148161,1.330564
1674021,SNU-C5,COREAD,1190,-3.159994,-0.895967
1659928,SNU-175,COREAD,1190,0.589319,0.246313
909748,SW1463,COREAD,1190,4.202838,1.347223
907790,LoVo,COREAD,1190,-3.185104,-0.903617
909746,SW1116,COREAD,1190,3.582597,1.158258
1240124,CL-40,COREAD,1190,0.8222,0.317264
908457,NCI-H747,COREAD,1190,1.827734,0.623614
909698,RKO,COREAD,1190,-3.661046,-1.04862
908458,NCI-H716,COREAD,1190,3.695926,1.192785
907794,LS-411N,COREAD,1190,-0.242803,-0.007204
